id,gemeinde_name,gemeinde_kennzahl,gemeinde_code,eligible_voters,votes,valid,invalid,ts,spoe_nrw13,oevp_nrw13,fpoe_nrw13,gruene_nrw13,bzoe_nrw13,neos_nrw13,stronach_nrw13,wandel_nrw13,pirat_nrw13,kpoe_nrw13,slp_nrw13,euaus_nrw13,cpoe_nrw13
1585,Lanzenkirchen,32316,32316,None,2268,2220,48,2013-09-28 22:00:00+00:00,706,535,550,154,52,81,103,None,21,18,None,None,None
1586,Gnadenwald,70311,70311,None,386,381,5,2013-09-28 22:00:00+00:00,38,157,50,60,10,37,24,None,4,1,None,None,None
1587,Wilfersdorf,31654,31654,None,1325,1290,35,2013-09-28 22:00:00+00:00,393,440,261,71,24,46,42,None,8,5,None,None,None
1588,Reichenau an der Rax,31829,31829,None,1565,1529,36,2013-09-28 22:00:00+00:00,472,374,336,116,53,53,101,None,13,11,None,None,None
1589,Windigsteig,32223,32223,None,637,625,12,2013-09-28 22:00:00+00:00,149,277,103,39,10,15,23,None,4,5,None,None,None
1590,Bleiburg,20801,20801,None,2035,1987,48,2013-09-28 22:00:00+00:00,704,362,315,213,198,46,123,None,7,19,None,None,None
1591,Pflach,70826,70826,None,528,523,5,2013-09-28 22:00:00+00:00,105,168,113,67,11,19,38,None,1,1,None,None,None
1592,Erl,70510,70510,None,694,680,14,2013-09-28 22:00:00+00:00,71,347,113,58,15,37,37,None,1,1,None,None,None
1593,Feld am See,20708,20708,None,650,633,17,2013-09-28 22:00:00+00:00,165,67,177,68,82,20,46,None,3,5,None,None,None
1594,Niederneukirchen,41015,41015,None,1218,1196,22,2013-09-28 22:00:00+00:00,293,416,208,150,28,22,62,None,5,3,None,None,None
1595,Mölbling,20520,20520,None,755,740,15,2013-09-28 22:00:00+00:00,174,83,205,59,163,13,33,None,6,4,None,None,None
1596,Schwarzenau,32524,32524,None,982,955,27,2013-09-28 22:00:00+00:00,286,353,177,55,13,22,39,None,4,6,None,None,None
1597,Großgöttfritz,32509,32509,None,966,947,19,2013-09-28 22:00:00+00:00,162,445,231,28,25,22,29,None,2,3,None,None,None
1598,Breitenwang,70805,70805,None,652,639,13,2013-09-28 22:00:00+00:00,159,170,90,134,17,33,25,None,8,3,None,None,None
1599,Galtür,70606,70606,None,409,404,5,2013-09-28 22:00:00+00:00,19,270,58,20,8,11,16,None,1,1,None,None,None
1600,Innerbraz,80111,80111,None,493,486,7,2013-09-28 22:00:00+00:00,105,97,85,59,3,113,16,None,4,2,None,None,None
1601,Egg,80211,80211,None,1669,1633,36,2013-09-28 22:00:00+00:00,73,716,255,236,33,194,97,None,9,1,None,None,None
1602,Pörtschach am Wörther See,20424,20424,None,1338,1320,18,2013-09-28 22:00:00+00:00,260,323,186,189,157,89,99,None,9,8,None,None,None
1603,Hausleiten,31208,31208,None,2229,2176,53,2013-09-28 22:00:00+00:00,485,789,471,163,50,93,97,None,11,17,None,None,None
1604,St. Kathrein am Hauenstein,61744,61744,None,433,426,7,2013-09-28 22:00:00+00:00,109,147,93,10,19,8,33,None,2,3,None,None,None
1605,Hohenau an der March,30827,30827,None,1535,1517,18,2013-09-28 22:00:00+00:00,784,211,341,53,24,36,49,None,4,15,None,None,None
1606,Wattens,70367,70367,None,3619,3577,42,2013-09-28 22:00:00+00:00,715,862,896,537,96,163,264,None,22,22,None,None,None
1607,Grünbach am Schneeberg,31813,31813,None,943,928,15,2013-09-28 22:00:00+00:00,370,170,197,62,28,28,54,None,6,13,None,None,None
1608,Pusterwald,62021,62021,None,286,282,4,2013-09-28 22:00:00+00:00,60,104,66,4,15,1,30,None,0,2,None,None,None
1609,Bad Hofgastein,50402,50402,None,3324,3256,68,2013-09-28 22:00:00+00:00,1024,779,773,237,95,127,196,None,14,11,None,None,None
1610,Gössendorf,60611,60611,None,1956,1945,11,2013-09-28 22:00:00+00:00,464,278,640,163,94,77,182,None,14,27,None,None,None
1611,Jerzens,70205,70205,None,469,462,7,2013-09-28 22:00:00+00:00,64,163,97,25,84,8,18,None,3,0,None,None,None
1612,Schwertberg,41124,41124,None,3007,2929,78,2013-09-28 22:00:00+00:00,1145,576,511,328,102,62,132,None,34,24,None,None,None
1613,Laxenburg,31715,31715,None,1488,1461,27,2013-09-28 22:00:00+00:00,318,442,209,204,61,130,72,None,17,8,None,None,None
1614,Untersiebenbrunn,30858,30858,None,910,897,13,2013-09-28 22:00:00+00:00,372,139,239,33,16,33,54,None,5,6,None,None,None
1615,St. Marien,41020,41020,None,2774,2711,63,2013-09-28 22:00:00+00:00,796,758,474,301,80,107,143,None,16,17,None,None,None
1616,Bad Vöslau,30603,30603,None,6099,5978,121,2013-09-28 22:00:00+00:00,1753,1208,1152,885,166,406,310,None,46,52,None,None,None
1617,St. Veit an der Glan,20527,20527,None,6108,5997,111,2013-09-28 22:00:00+00:00,2273,658,1020,628,815,188,352,None,24,39,None,None,None
1618,Parbasdorf,30846,30846,None,104,102,2,2013-09-28 22:00:00+00:00,9,62,10,12,1,4,3,None,1,0,None,None,None
1619,Helpfau-Uttendorf,40413,40413,None,1588,1537,51,2013-09-28 22:00:00+00:00,337,467,403,97,58,46,101,None,11,6,None,None,None
1620,Pernegg,31117,31117,None,489,473,16,2013-09-28 22:00:00+00:00,83,257,72,23,11,6,18,None,3,0,None,None,None
1621,Oberschlierbach,40911,40911,None,280,272,8,2013-09-28 22:00:00+00:00,65,97,41,40,7,8,8,None,1,1,None,None,None
1622,Ebbs,70508,70508,None,2451,2416,35,2013-09-28 22:00:00+00:00,325,768,654,285,67,109,178,None,21,9,None,None,None
1623,St. Veit im Mühlkreis,41337,41337,None,744,724,20,2013-09-28 22:00:00+00:00,130,312,120,73,17,30,32,None,3,4,None,None,None
1624,Gaflenz,41505,41505,None,1105,1064,41,2013-09-28 22:00:00+00:00,219,404,207,84,48,22,61,None,7,5,None,None,None
1625,Wiener Neustadt,30401,30401,None,19934,19615,319,2013-09-28 22:00:00+00:00,6501,3300,4790,2054,601,882,1076,None,188,223,None,None,None
1626,Arriach,20703,20703,None,746,726,20,2013-09-28 22:00:00+00:00,184,113,213,67,73,20,53,None,2,1,None,None,None
1627,Rohr im Kremstal,41513,41513,None,736,718,18,2013-09-28 22:00:00+00:00,191,225,146,55,29,34,28,None,5,3,None,None,None
1628,Neukirchen an der Vöckla,41716,41716,None,1602,1549,53,2013-09-28 22:00:00+00:00,297,496,376,173,59,43,61,None,12,5,None,None,None
1629,Tobadill,70628,70628,None,251,244,7,2013-09-28 22:00:00+00:00,45,120,40,18,8,7,5,None,1,0,None,None,None
1630,Langen bei Bregenz,80222,80222,None,694,688,6,2013-09-28 22:00:00+00:00,34,273,160,65,31,78,35,None,4,1,None,None,None
1631,Klösterle,80112,80112,None,359,358,1,2013-09-28 22:00:00+00:00,48,91,68,12,8,116,14,None,0,1,None,None,None
1632,Wolfern,41521,41521,None,1828,1796,32,2013-09-28 22:00:00+00:00,465,556,341,166,74,55,118,None,7,8,None,None,None
1633,Rechberg,41117,41117,None,563,544,19,2013-09-28 22:00:00+00:00,80,305,53,40,17,8,29,None,4,0,None,None,None
1634,Engelhartszell,41407,41407,None,512,499,13,2013-09-28 22:00:00+00:00,88,184,103,46,25,14,25,None,7,4,None,None,None
1635,Haus,61217,61217,None,1311,1280,31,2013-09-28 22:00:00+00:00,248,407,316,80,58,31,129,None,1,4,None,None,None
1636,Taufkirchen an der Trattnach,40829,40829,None,1140,1101,39,2013-09-28 22:00:00+00:00,200,364,318,89,38,21,48,None,12,5,None,None,None
1637,Reith bei Kitzbühel,70414,70414,None,757,747,10,2013-09-28 22:00:00+00:00,81,313,130,94,39,27,54,None,4,5,None,None,None
1638,Niederndorf,70518,70518,None,1237,1212,25,2013-09-28 22:00:00+00:00,117,485,275,139,38,62,82,None,9,5,None,None,None
1639,Aichkirchen,41801,41801,None,331,323,8,2013-09-28 22:00:00+00:00,38,139,86,21,16,10,10,None,1,0,None,None,None
1640,Lengenfeld,31323,31323,None,923,889,34,2013-09-28 22:00:00+00:00,222,304,153,81,22,42,48,None,11,6,None,None,None
1641,Sierning,41516,41516,None,5321,5187,134,2013-09-28 22:00:00+00:00,1839,948,1179,487,202,134,312,None,37,22,None,None,None
1642,Weißenstein,20726,20726,None,1801,1762,39,2013-09-28 22:00:00+00:00,708,189,355,150,154,57,132,None,10,7,None,None,None
1643,Bad Goisern am Hallstättersee,40702,40702,None,4274,4148,126,2013-09-28 22:00:00+00:00,1736,512,848,384,174,115,229,None,31,62,None,None,None
1644,Oed-Oehling,30522,30522,None,1053,1029,24,2013-09-28 22:00:00+00:00,201,366,192,123,43,42,47,None,11,4,None,None,None
1645,Koblach,80410,80410,None,1872,1850,22,2013-09-28 22:00:00+00:00,218,414,370,351,57,263,134,None,12,6,None,None,None
1646,Höflein,30712,30712,None,785,773,12,2013-09-28 22:00:00+00:00,158,325,173,45,11,23,36,None,2,0,None,None,None
1647,Elmen,70809,70809,None,175,172,3,2013-09-28 22:00:00+00:00,13,85,26,27,4,5,10,None,1,1,None,None,None
1648,Mautern an der Donau,31327,31327,None,2021,1975,46,2013-09-28 22:00:00+00:00,469,657,370,217,51,98,75,None,15,23,None,None,None
1649,Loosdorf,31520,31520,None,2165,2111,54,2013-09-28 22:00:00+00:00,771,415,528,153,49,77,98,None,8,12,None,None,None
1650,Kaprun,50606,50606,None,1410,1383,27,2013-09-28 22:00:00+00:00,469,332,267,148,42,39,74,None,6,6,None,None,None
1651,Saalbach-Hinterglemm,50618,50618,None,1402,1378,24,2013-09-28 22:00:00+00:00,195,538,403,81,35,47,71,None,5,3,None,None,None
1652,Arbesbach,32502,32502,None,1050,1008,42,2013-09-28 22:00:00+00:00,104,585,159,52,35,36,26,None,5,6,None,None,None
1653,Tschagguns,80128,80128,None,1006,994,12,2013-09-28 22:00:00+00:00,125,271,246,123,46,103,48,None,11,7,None,None,None
1654,Sankt Martin bei Lofer,50620,50620,None,610,584,26,2013-09-28 22:00:00+00:00,129,205,101,79,23,16,28,None,3,0,None,None,None
1655,Muckendorf-Wipfing,32143,32143,None,771,758,13,2013-09-28 22:00:00+00:00,211,179,169,82,22,36,50,None,3,6,None,None,None
1656,Afiesl,41301,41301,None,251,246,5,2013-09-28 22:00:00+00:00,58,92,44,18,6,7,14,None,1,4,None,None,None
1657,Pennewang,41815,41815,None,540,524,16,2013-09-28 22:00:00+00:00,57,232,114,58,17,11,28,None,3,0,None,None,None
1658,Velm-Götzendorf,30859,30859,None,493,481,12,2013-09-28 22:00:00+00:00,125,171,95,34,13,11,26,None,2,4,None,None,None
1659,Würflach,31847,31847,None,1008,989,19,2013-09-28 22:00:00+00:00,324,286,179,68,24,36,57,None,7,8,None,None,None
1660,Markt Neuhodis,10913,10913,None,433,421,12,2013-09-28 22:00:00+00:00,188,115,67,10,12,3,21,None,3,2,None,None,None
1661,Steinhaus,41822,41822,None,1177,1148,29,2013-09-28 22:00:00+00:00,219,294,402,101,34,30,51,None,8,3,None,None,None
1662,Jochberg,70408,70408,None,759,751,8,2013-09-28 22:00:00+00:00,161,251,178,68,19,18,52,None,2,2,None,None,None
1663,Zillingtal,10322,10322,None,553,540,13,2013-09-28 22:00:00+00:00,196,126,80,59,11,26,35,None,2,5,None,None,None
1664,Henndorf am Wallersee,50317,50317,None,2598,2531,67,2013-09-28 22:00:00+00:00,531,686,554,390,81,140,123,None,12,14,None,None,None
1665,Edt bei Lambach,41806,41806,None,1188,1169,19,2013-09-28 22:00:00+00:00,306,282,314,93,53,30,74,None,6,9,None,None,None
1666,Hannersdorf,10906,10906,None,513,508,5,2013-09-28 22:00:00+00:00,212,154,71,22,6,12,30,None,0,1,None,None,None
1667,Schönau im Mühlkreis,40619,40619,None,1273,1232,41,2013-09-28 22:00:00+00:00,257,506,239,83,37,23,62,None,11,6,None,None,None
1668,Lichtenau im Waldviertel,31324,31324,None,1331,1290,41,2013-09-28 22:00:00+00:00,220,711,200,42,22,28,40,None,7,20,None,None,None
1669,Holzgau,70817,70817,None,212,211,1,2013-09-28 22:00:00+00:00,27,118,23,17,13,2,11,None,0,0,None,None,None
1670,Kammern im Liesingtal,61106,61106,None,937,913,24,2013-09-28 22:00:00+00:00,260,192,253,40,35,43,82,None,2,6,None,None,None
1671,Artstetten-Pöbring,31502,31502,None,714,691,23,2013-09-28 22:00:00+00:00,143,361,93,35,24,16,15,None,2,2,None,None,None
1672,Elbigenalp,70808,70808,None,419,414,5,2013-09-28 22:00:00+00:00,39,198,81,40,20,14,20,None,1,1,None,None,None
1673,Pöllauberg,62235,62235,None,1404,1389,15,2013-09-28 22:00:00+00:00,202,531,313,79,37,25,180,None,6,10,None,None,None
1674,Sitzendorf an der Schmida,31043,31043,None,1384,1352,32,2013-09-28 22:00:00+00:00,267,670,175,68,25,62,70,None,9,6,None,None,None
1675,Hollenthon,32312,32312,None,706,692,14,2013-09-28 22:00:00+00:00,127,332,135,30,27,17,23,None,1,0,None,None,None
1676,St. Oswald bei Freistadt,40618,40618,None,1702,1661,41,2013-09-28 22:00:00+00:00,529,506,342,103,64,28,57,None,15,11,None,None,None
1677,Kaltenbach,70918,70918,None,534,529,5,2013-09-28 22:00:00+00:00,138,202,90,35,23,11,28,None,1,1,None,None,None
1678,Stetten,31229,31229,None,781,763,18,2013-09-28 22:00:00+00:00,273,182,156,57,20,47,20,None,5,3,None,None,None
1679,Gerersdorf-Sulz,10404,10404,None,662,652,10,2013-09-28 22:00:00+00:00,223,252,65,47,15,10,35,None,3,2,None,None,None
1680,Piringsdorf,10818,10818,None,584,570,14,2013-09-28 22:00:00+00:00,224,175,83,27,13,19,23,None,5,0,None,None,None
1681,Ladis,70613,70613,None,220,217,3,2013-09-28 22:00:00+00:00,25,114,30,20,6,7,13,None,2,0,None,None,None
1682,Eltendorf,10502,10502,None,605,592,13,2013-09-28 22:00:00+00:00,190,163,134,37,18,6,38,None,4,1,None,None,None
1683,Telfs,70357,70357,None,5699,5644,55,2013-09-28 22:00:00+00:00,1233,1116,1269,1179,164,258,340,None,54,31,None,None,None
1684,Kirchdorf am Inn,41210,41210,None,363,356,7,2013-09-28 22:00:00+00:00,62,157,74,21,21,2,17,None,2,0,None,None,None
1685,Wulkaprodersdorf,10319,10319,None,1171,1138,33,2013-09-28 22:00:00+00:00,454,302,129,117,26,27,60,None,12,9,None,None,None
1686,Kainbach bei Graz,60623,60623,None,1320,1292,28,2013-09-28 22:00:00+00:00,210,329,275,194,40,58,126,None,15,37,None,None,None
1687,Schachendorf,10922,10922,None,455,447,8,2013-09-28 22:00:00+00:00,136,176,52,24,3,18,31,None,0,4,None,None,None
1688,Malta,20619,20619,None,1099,1079,20,2013-09-28 22:00:00+00:00,337,145,283,88,122,43,60,None,0,1,None,None,None
1689,Obernberg am Brenner,70336,70336,None,209,208,1,2013-09-28 22:00:00+00:00,26,112,29,10,12,12,4,None,0,3,None,None,None
1690,Putzleinsdorf,41328,41328,None,906,873,33,2013-09-28 22:00:00+00:00,116,379,153,64,25,35,68,None,15,7,None,None,None
1691,Steindorf am Ossiacher See,21009,21009,None,1846,1819,27,2013-09-28 22:00:00+00:00,515,242,372,195,207,88,181,None,11,8,None,None,None
1692,Bad Kleinkirchheim,20601,20601,None,898,885,13,2013-09-28 22:00:00+00:00,184,144,194,90,119,50,98,None,6,0,None,None,None
1693,Hohe Wand,32311,32311,None,852,827,25,2013-09-28 22:00:00+00:00,170,318,157,74,22,22,52,None,3,9,None,None,None
1694,Gießhübl,31707,31707,None,1174,1164,10,2013-09-28 22:00:00+00:00,206,372,120,196,50,155,52,None,11,2,None,None,None
1695,Nikolsdorf,70718,70718,None,425,416,9,2013-09-28 22:00:00+00:00,52,205,75,33,11,20,14,None,3,3,None,None,None
1696,Fiss,70603,70603,None,394,390,4,2013-09-28 22:00:00+00:00,19,293,34,17,4,5,15,None,3,0,None,None,None
1697,Wöllersdorf-Steinabrückl,32337,32337,None,2363,2326,37,2013-09-28 22:00:00+00:00,740,429,671,165,70,87,130,None,17,17,None,None,None
1698,Weißkirchen an der Traun,41824,41824,None,1839,1814,25,2013-09-28 22:00:00+00:00,509,431,454,181,51,58,105,None,13,8,None,None,None
1699,Stans,70928,70928,None,1033,1016,17,2013-09-28 22:00:00+00:00,202,289,225,135,35,44,76,None,4,6,None,None,None
1700,Grabern,31009,31009,None,933,894,39,2013-09-28 22:00:00+00:00,182,464,111,51,12,17,47,None,6,4,None,None,None
1701,Heinfels,70735,70735,None,508,494,14,2013-09-28 22:00:00+00:00,62,243,90,39,16,13,18,None,4,9,None,None,None
1702,Leobersdorf,30620,30620,None,2514,2459,55,2013-09-28 22:00:00+00:00,778,468,626,216,66,108,151,None,29,17,None,None,None
1703,Schwarzau im Gebirge,31836,31836,None,410,397,13,2013-09-28 22:00:00+00:00,174,92,67,18,10,9,22,None,1,4,None,None,None
1704,Harmannsdorf,31207,31207,None,2382,2334,48,2013-09-28 22:00:00+00:00,546,778,430,255,74,116,110,None,15,10,None,None,None
1705,Neuberg im Burgenland,10409,10409,None,653,644,9,2013-09-28 22:00:00+00:00,278,162,106,24,14,7,48,None,0,4,None,None,None
1706,Stubenberg,62256,62256,None,1285,1269,16,2013-09-28 22:00:00+00:00,244,350,306,85,36,41,189,None,7,9,None,None,None
1707,Lichtenau im Mühlkreis,41319,41319,None,318,304,14,2013-09-28 22:00:00+00:00,60,141,63,14,9,4,9,None,1,1,None,None,None
1708,Hochburg-Ach,40414,40414,None,1344,1313,31,2013-09-28 22:00:00+00:00,237,496,271,128,40,45,74,None,8,4,None,None,None
1709,Langenlois,31322,31322,None,4487,4370,117,2013-09-28 22:00:00+00:00,911,1451,859,496,158,237,181,None,50,27,None,None,None
1710,Neustadtl an der Donau,30521,30521,None,1376,1326,50,2013-09-28 22:00:00+00:00,264,631,257,81,30,25,29,None,6,3,None,None,None
1711,Rauchwart,10427,10427,None,314,308,6,2013-09-28 22:00:00+00:00,123,71,73,4,11,6,20,None,0,0,None,None,None
1712,Winden am See,10723,10723,None,814,788,26,2013-09-28 22:00:00+00:00,391,128,134,42,15,19,41,None,11,6,None,None,None
1713,Großarl,50411,50411,None,2181,2111,70,2013-09-28 22:00:00+00:00,460,984,365,134,65,46,48,None,6,3,None,None,None
1714,Horitschon,10805,10805,None,1255,1229,26,2013-09-28 22:00:00+00:00,484,368,188,69,13,18,69,None,1,3,None,None,None
1715,Strassen,70729,70729,None,423,412,11,2013-09-28 22:00:00+00:00,31,223,60,35,20,24,18,None,1,0,None,None,None
1716,Krensdorf,10619,10619,None,391,388,3,2013-09-28 22:00:00+00:00,136,124,73,19,8,9,15,None,1,2,None,None,None
1717,Hof bei Salzburg,50319,50319,None,1745,1704,41,2013-09-28 22:00:00+00:00,306,532,356,261,56,72,101,None,10,10,None,None,None
1718,Lafnitz,62226,62226,None,835,818,17,2013-09-28 22:00:00+00:00,269,208,190,37,28,12,69,None,1,4,None,None,None
1719,Randegg,32009,32009,None,1232,1197,35,2013-09-28 22:00:00+00:00,157,672,171,90,19,30,43,None,11,4,None,None,None
1720,Virgen,70734,70734,None,989,965,24,2013-09-28 22:00:00+00:00,138,362,273,63,38,33,53,None,2,3,None,None,None
1721,Traunkirchen,40718,40718,None,938,910,28,2013-09-28 22:00:00+00:00,211,238,148,155,47,53,41,None,5,4,None,None,None
1722,Oberhofen am Irrsee,41719,41719,None,860,826,34,2013-09-28 22:00:00+00:00,151,300,165,96,35,31,35,None,8,4,None,None,None
1723,Zeiselmauer-Wolfpassing,32140,32140,None,1261,1239,22,2013-09-28 22:00:00+00:00,374,276,219,173,34,83,55,None,13,12,None,None,None
1724,Gattendorf,10706,10706,None,727,708,19,2013-09-28 22:00:00+00:00,271,172,162,26,12,19,40,None,2,4,None,None,None
1725,Fritzens,70309,70309,None,1045,1028,17,2013-09-28 22:00:00+00:00,224,265,249,119,36,48,76,None,8,3,None,None,None
1726,St. Wolfgang im Salzkammergut,40717,40717,None,1449,1395,54,2013-09-28 22:00:00+00:00,376,413,269,115,67,50,71,None,17,12,None,None,None
1727,Peterskirchen,41222,41222,None,410,401,9,2013-09-28 22:00:00+00:00,32,200,94,28,15,7,14,None,2,4,None,None,None
1728,Diersbach,41404,41404,None,925,908,17,2013-09-28 22:00:00+00:00,157,300,229,69,65,21,49,None,7,7,None,None,None
1729,Vordernberg,61118,61118,None,627,621,6,2013-09-28 22:00:00+00:00,303,32,133,31,26,2,59,None,9,26,None,None,None
1730,Polling in Tirol,70342,70342,None,421,417,4,2013-09-28 22:00:00+00:00,108,87,132,40,16,10,18,None,2,4,None,None,None
1731,Blumau-Neurißhof,30646,30646,None,956,936,20,2013-09-28 22:00:00+00:00,297,118,294,75,35,33,63,None,15,6,None,None,None
1732,Wildschönau,70530,70530,None,2006,1982,24,2013-09-28 22:00:00+00:00,171,990,356,163,61,78,141,None,15,7,None,None,None
1733,Stadl-Paura,41820,41820,None,2192,2129,63,2013-09-28 22:00:00+00:00,673,288,691,209,80,48,99,None,16,18,None,None,None
1734,Aigen im Ennstal,61203,61203,None,1480,1448,32,2013-09-28 22:00:00+00:00,313,352,396,117,56,39,158,None,6,9,None,None,None
1735,Pians,70618,70618,None,413,410,3,2013-09-28 22:00:00+00:00,89,162,80,43,5,10,18,None,2,1,None,None,None
1736,Pernersdorf,31033,31033,None,644,627,17,2013-09-28 22:00:00+00:00,209,253,97,19,13,10,21,None,4,1,None,None,None
1737,Albersdorf-Prebuch,61701,61701,None,1132,1114,18,2013-09-28 22:00:00+00:00,185,233,288,110,41,37,198,None,4,15,None,None,None
1738,Fügenberg,70910,70910,None,592,585,7,2013-09-28 22:00:00+00:00,60,314,100,39,19,13,36,None,2,2,None,None,None
1739,Häselgehr,70813,70813,None,280,277,3,2013-09-28 22:00:00+00:00,31,109,69,23,8,8,26,None,2,1,None,None,None
1740,Feistritz ob Bleiburg,20805,20805,None,1168,1139,29,2013-09-28 22:00:00+00:00,468,127,146,183,88,31,77,None,6,13,None,None,None
1741,Wien,90001,92101,None,63177,62090,1087,2013-09-28 22:00:00+00:00,22898,6126,18515,5848,1629,2978,2670,None,547,748,None,None,None
1742,Roßbach,40434,40434,None,556,541,15,2013-09-28 22:00:00+00:00,116,190,149,26,14,12,25,None,5,3,None,None,None
1743,Zurndorf,10724,10724,None,1285,1249,36,2013-09-28 22:00:00+00:00,534,183,327,75,13,41,62,None,5,8,None,None,None
1744,Pfaffenschlag bei Waidhofen a.d.Thaya,32214,32214,None,602,585,17,2013-09-28 22:00:00+00:00,89,272,146,29,10,15,22,None,0,2,None,None,None
1745,Zell am Moos,41751,41751,None,833,808,25,2013-09-28 22:00:00+00:00,118,323,137,108,23,51,35,None,7,2,None,None,None
1746,Kössen,70412,70412,None,1663,1645,18,2013-09-28 22:00:00+00:00,182,690,357,171,39,50,138,None,10,8,None,None,None
1747,Weerberg,70938,70938,None,1172,1156,16,2013-09-28 22:00:00+00:00,113,557,256,97,35,43,47,None,7,1,None,None,None
1748,St. Margarethen an der Raab,61746,61746,None,2249,2221,28,2013-09-28 22:00:00+00:00,346,605,498,251,70,56,344,None,14,21,None,None,None
1749,Marbach an der Donau,31522,31522,None,939,921,18,2013-09-28 22:00:00+00:00,407,212,145,43,21,30,46,None,14,3,None,None,None
1750,Guntramsdorf,31710,31710,None,5081,4994,87,2013-09-28 22:00:00+00:00,1620,854,1084,611,136,322,282,None,44,41,None,None,None
1751,Pischelsdorf am Engelbach,40432,40432,None,931,910,21,2013-09-28 22:00:00+00:00,142,362,265,55,17,10,49,None,3,5,None,None,None
1752,Schwand im Innkreis,40442,40442,None,505,493,12,2013-09-28 22:00:00+00:00,63,219,107,42,21,11,22,None,3,2,None,None,None
1753,Berndorf bei Salzburg,50304,50304,None,987,952,35,2013-09-28 22:00:00+00:00,173,335,221,104,45,29,37,None,3,5,None,None,None
1754,St. Martin-Karlsbach,31540,31540,None,1099,1072,27,2013-09-28 22:00:00+00:00,341,356,187,78,19,34,44,None,5,8,None,None,None
1755,Ebenthal,30812,30812,None,498,484,14,2013-09-28 22:00:00+00:00,131,133,133,43,11,13,19,None,0,1,None,None,None
1756,Schmirn,70349,70349,None,516,513,3,2013-09-28 22:00:00+00:00,86,281,84,30,11,6,14,None,0,1,None,None,None
1757,Oberndorf in Tirol,70413,70413,None,972,960,12,2013-09-28 22:00:00+00:00,232,324,171,99,24,33,72,None,4,1,None,None,None
1758,Schwarzenberg,80236,80236,None,910,902,8,2013-09-28 22:00:00+00:00,32,439,116,118,13,136,36,None,4,3,None,None,None
1759,Waldzell,41234,41234,None,1203,1165,38,2013-09-28 22:00:00+00:00,325,371,295,69,35,16,38,None,8,4,None,None,None
1760,Wartberg an der Krems,40922,40922,None,1630,1570,60,2013-09-28 22:00:00+00:00,285,564,358,125,55,54,91,None,20,13,None,None,None
1761,Sankt Andrä im Lungau,50507,50507,None,418,411,7,2013-09-28 22:00:00+00:00,112,163,77,22,9,6,17,None,4,1,None,None,None
1762,Kirchberg ob der Donau,41314,41314,None,656,642,14,2013-09-28 22:00:00+00:00,154,251,136,40,7,23,23,None,3,3,None,None,None
1763,Breitenau am Hochlantsch,62105,62105,None,1102,1072,30,2013-09-28 22:00:00+00:00,386,246,212,31,44,26,96,None,4,27,None,None,None
1764,Lannach,60318,60318,None,1792,1761,31,2013-09-28 22:00:00+00:00,391,303,477,157,83,78,225,None,13,26,None,None,None
1765,Bad Zell,40627,40627,None,1809,1753,56,2013-09-28 22:00:00+00:00,317,677,326,227,71,27,69,None,14,14,None,None,None
1766,Hallwang,50316,50316,None,2048,2005,43,2013-09-28 22:00:00+00:00,365,558,409,368,89,84,102,None,13,17,None,None,None
1767,Wiesmath,32335,32335,None,1000,976,24,2013-09-28 22:00:00+00:00,213,419,195,47,28,22,43,None,4,5,None,None,None
1768,Geras,31107,31107,None,887,864,23,2013-09-28 22:00:00+00:00,167,478,119,34,25,7,27,None,4,3,None,None,None
1769,Völkermarkt,20817,20817,None,5908,5755,153,2013-09-28 22:00:00+00:00,2104,886,968,540,638,134,426,None,32,27,None,None,None
1770,Bergheim,50303,50303,None,2693,2629,64,2013-09-28 22:00:00+00:00,446,916,489,395,91,149,118,None,17,8,None,None,None
1771,Groß Gerungs,32508,32508,None,2923,2814,109,2013-09-28 22:00:00+00:00,474,1384,482,183,53,86,119,None,19,14,None,None,None
1772,Althofen,20501,20501,None,2489,2446,43,2013-09-28 22:00:00+00:00,906,329,445,178,329,73,154,None,14,18,None,None,None
1773,Schönau an der Triesting,30631,30631,None,1153,1132,21,2013-09-28 22:00:00+00:00,380,232,264,108,28,36,71,None,7,6,None,None,None
1774,Neustift im Mühlkreis,41329,41329,None,847,821,26,2013-09-28 22:00:00+00:00,168,424,108,52,15,11,26,None,3,9,None,None,None
1775,Fohnsdorf,62007,62007,None,4461,4414,47,2013-09-28 22:00:00+00:00,1463,490,1184,297,198,132,496,None,23,122,None,None,None
1776,Spiss,70625,70625,None,57,54,3,2013-09-28 22:00:00+00:00,3,35,9,3,0,1,3,None,0,0,None,None,None
1777,Lech,80113,80113,None,538,532,6,2013-09-28 22:00:00+00:00,36,280,38,41,15,98,18,None,3,1,None,None,None
1778,Neuhaus am Klausenbach,10507,10507,None,609,597,12,2013-09-28 22:00:00+00:00,136,209,135,26,18,15,48,None,3,2,None,None,None
1779,Berg im Attergau,41706,41706,None,588,568,20,2013-09-28 22:00:00+00:00,74,273,126,41,15,7,17,None,5,5,None,None,None
1780,Innerschwand am Mondsee,41712,41712,None,593,581,12,2013-09-28 22:00:00+00:00,72,276,95,70,21,14,21,None,6,4,None,None,None
1781,Weingraben,10827,10827,None,264,259,5,2013-09-28 22:00:00+00:00,130,77,25,6,5,5,7,None,0,1,None,None,None
