id,gemeinde_name,gemeinde_kennzahl,gemeinde_code,eligible_voters,votes,valid,invalid,ts,spoe_nrw13,oevp_nrw13,fpoe_nrw13,gruene_nrw13,bzoe_nrw13,neos_nrw13,stronach_nrw13,wandel_nrw13,pirat_nrw13,kpoe_nrw13,slp_nrw13,euaus_nrw13,cpoe_nrw13
1782,Golling an der Salzach,50204,50204,None,2189,2137,52,2013-09-28 22:00:00+00:00,513,588,471,300,68,79,95,None,13,10,None,None,None
1783,Engelhartstetten,30814,30814,None,1180,1161,19,2013-09-28 22:00:00+00:00,340,329,264,55,55,23,75,None,11,9,None,None,None
1784,Wernberg,20727,20727,None,2835,2796,39,2013-09-28 22:00:00+00:00,976,302,572,306,284,91,232,None,22,11,None,None,None
1785,St. Pantaleon,40437,40437,None,1535,1496,39,2013-09-28 22:00:00+00:00,421,328,405,143,41,29,98,None,11,15,None,None,None
1786,Pucking,41019,41019,None,2269,2219,50,2013-09-28 22:00:00+00:00,633,437,590,206,79,70,170,None,21,6,None,None,None
1787,Höhnhart,40415,40415,None,782,763,19,2013-09-28 22:00:00+00:00,156,277,230,32,17,11,26,None,4,4,None,None,None
1788,Walpersbach,32333,32333,None,703,683,20,2013-09-28 22:00:00+00:00,197,239,112,45,21,31,31,None,5,2,None,None,None
1789,Stams,70221,70221,None,635,619,16,2013-09-28 22:00:00+00:00,92,189,119,112,11,27,48,None,7,14,None,None,None
1790,Baumgartenberg,41103,41103,None,954,932,22,2013-09-28 22:00:00+00:00,164,323,265,82,33,10,42,None,5,5,None,None,None
1791,Moschendorf,10428,10428,None,287,276,11,2013-09-28 22:00:00+00:00,62,148,34,10,5,3,14,None,0,0,None,None,None
1792,Altenmarkt bei Sankt Gallen,61205,61205,None,463,448,15,2013-09-28 22:00:00+00:00,220,69,74,33,11,19,16,None,1,5,None,None,None
1793,Reichenau,21007,21007,None,1002,976,26,2013-09-28 22:00:00+00:00,338,146,205,47,97,40,99,None,1,3,None,None,None
1794,Pfafflar,70825,70825,None,53,51,2,2013-09-28 22:00:00+00:00,6,37,2,4,0,0,2,None,0,0,None,None,None
1795,Schiefling am Wörthersee,20432,20432,None,1294,1268,26,2013-09-28 22:00:00+00:00,384,190,247,140,152,53,90,None,8,4,None,None,None
1796,Haugschlag,30915,30915,None,307,291,16,2013-09-28 22:00:00+00:00,86,115,53,11,3,2,20,None,0,1,None,None,None
1797,Rohr im Gebirge,32324,32324,None,296,287,9,2013-09-28 22:00:00+00:00,56,108,57,17,11,12,23,None,1,2,None,None,None
1798,Lambach,41811,41811,None,1516,1494,22,2013-09-28 22:00:00+00:00,414,334,377,165,51,44,74,None,23,7,None,None,None
1799,Friesach,20505,20505,None,2592,2554,38,2013-09-28 22:00:00+00:00,672,304,417,157,806,42,133,None,16,7,None,None,None
1800,Dölsach,70707,70707,None,1130,1100,30,2013-09-28 22:00:00+00:00,232,354,226,112,51,40,78,None,4,3,None,None,None
1801,Weer,70937,70937,None,739,732,7,2013-09-28 22:00:00+00:00,109,236,170,96,27,25,57,None,5,7,None,None,None
1802,Mauterndorf,50504,50504,None,796,774,22,2013-09-28 22:00:00+00:00,146,243,208,68,29,22,48,None,5,5,None,None,None
1803,Pillichsdorf,31642,31642,None,742,723,19,2013-09-28 22:00:00+00:00,165,277,98,84,23,31,27,None,8,10,None,None,None
1804,Rosegg,20721,20721,None,967,942,25,2013-09-28 22:00:00+00:00,276,123,183,114,119,33,80,None,11,3,None,None,None
1805,Steegen,40828,40828,None,592,567,25,2013-09-28 22:00:00+00:00,103,205,127,65,27,11,24,None,2,2,None,None,None
1806,Lechaschau,70820,70820,None,785,776,9,2013-09-28 22:00:00+00:00,170,265,137,95,25,34,44,None,2,4,None,None,None
1807,Sigharting,41424,41424,None,512,498,14,2013-09-28 22:00:00+00:00,47,210,129,28,50,12,15,None,3,2,None,None,None
1808,Altach,80401,80401,None,2762,2731,31,2013-09-28 22:00:00+00:00,320,613,528,556,70,404,166,None,27,12,None,None,None
1809,Bildstein,80205,80205,None,357,356,1,2013-09-28 22:00:00+00:00,21,153,67,34,13,36,20,None,4,4,None,None,None
1810,Selzthal,61243,61243,None,949,932,17,2013-09-28 22:00:00+00:00,542,63,177,54,27,15,40,None,7,5,None,None,None
1811,Markt Hartmannsdorf,61716,61716,None,1612,1580,32,2013-09-28 22:00:00+00:00,150,354,437,206,75,67,244,None,9,33,None,None,None
1812,Klöch,62335,62335,None,721,694,27,2013-09-28 22:00:00+00:00,73,329,136,39,25,7,72,None,6,6,None,None,None
1813,Eferding,40503,40503,None,2016,1972,44,2013-09-28 22:00:00+00:00,597,462,429,234,59,74,70,None,18,21,None,None,None
1814,Langenzersdorf,31214,31214,None,4544,4462,82,2013-09-28 22:00:00+00:00,951,1204,730,705,169,388,240,None,34,41,None,None,None
1815,Weitensfeld im Gurktal,20531,20531,None,1190,1175,15,2013-09-28 22:00:00+00:00,290,313,297,45,135,18,70,None,4,3,None,None,None
1816,Ferndorf,20710,20710,None,1270,1243,27,2013-09-28 22:00:00+00:00,483,109,322,89,87,44,86,None,7,16,None,None,None
1817,Schandorf,10932,10932,None,190,187,3,2013-09-28 22:00:00+00:00,86,64,16,3,2,5,11,None,0,0,None,None,None
1818,Terfens,70933,70933,None,1092,1077,15,2013-09-28 22:00:00+00:00,176,337,196,162,39,35,121,None,7,4,None,None,None
1819,Rastenfeld,31336,31336,None,941,920,21,2013-09-28 22:00:00+00:00,172,398,217,46,33,16,28,None,9,1,None,None,None
1820,Sankt Michael im Lungau,50509,50509,None,1872,1842,30,2013-09-28 22:00:00+00:00,507,514,467,121,62,57,107,None,4,3,None,None,None
1821,Kematen am Innbach,40813,40813,None,733,715,18,2013-09-28 22:00:00+00:00,141,186,234,55,35,14,37,None,3,7,None,None,None
1822,Werndorf,60655,60655,None,1210,1190,20,2013-09-28 22:00:00+00:00,358,175,338,69,54,41,133,None,10,12,None,None,None
1823,Gratkorn,60613,60613,None,3960,3918,42,2013-09-28 22:00:00+00:00,1196,398,1275,346,118,116,375,None,21,69,None,None,None
1824,Attnang-Puchheim,41703,41703,None,4169,4070,99,2013-09-28 22:00:00+00:00,1531,526,1060,412,123,129,189,None,51,29,None,None,None
1825,Mettersdorf am Saßbach,62343,62343,None,761,750,11,2013-09-28 22:00:00+00:00,117,258,192,29,21,12,115,None,4,2,None,None,None
1826,Wippenham,41236,41236,None,323,311,12,2013-09-28 22:00:00+00:00,95,91,77,25,13,2,6,None,1,0,None,None,None
1827,Patsch,70338,70338,None,528,521,7,2013-09-28 22:00:00+00:00,90,184,72,95,12,25,34,None,7,2,None,None,None
1828,Tulbing,32134,32134,None,1761,1730,31,2013-09-28 22:00:00+00:00,412,566,316,173,68,97,68,None,13,17,None,None,None
1829,Oberndorf bei Salzburg,50326,50326,None,2663,2602,61,2013-09-28 22:00:00+00:00,657,548,529,444,88,106,185,None,32,13,None,None,None
1830,Pfaffing,41723,41723,None,847,818,29,2013-09-28 22:00:00+00:00,230,210,195,83,32,14,42,None,4,0,None,None,None
1831,Forstau,50409,50409,None,324,319,5,2013-09-28 22:00:00+00:00,78,113,76,19,16,6,10,None,1,0,None,None,None
1832,Franking,40408,40408,None,450,435,15,2013-09-28 22:00:00+00:00,78,165,104,29,19,17,19,None,1,2,None,None,None
1833,Hadres,31015,31015,None,1135,1109,26,2013-09-28 22:00:00+00:00,282,498,167,41,19,35,53,None,10,4,None,None,None
1834,Ohlsdorf,40713,40713,None,2792,2707,85,2013-09-28 22:00:00+00:00,769,587,642,309,98,98,152,None,19,18,None,None,None
1835,Auersthal,30804,30804,None,1146,1124,22,2013-09-28 22:00:00+00:00,374,383,154,105,22,32,43,None,7,4,None,None,None
1836,Hochleithen,31622,31622,None,732,723,9,2013-09-28 22:00:00+00:00,210,258,133,36,16,31,33,None,3,3,None,None,None
1837,Brandenberg,70504,70504,None,826,816,10,2013-09-28 22:00:00+00:00,184,352,145,53,29,15,33,None,2,3,None,None,None
1838,Mörbisch am See,10307,10307,None,1432,1406,26,2013-09-28 22:00:00+00:00,550,302,302,79,22,41,87,None,8,9,None,None,None
1839,Hartberg,62219,62219,None,3372,3324,48,2013-09-28 22:00:00+00:00,566,979,740,339,130,169,358,None,11,22,None,None,None
1840,Ried in der Riedmark,41118,41118,None,2505,2442,63,2013-09-28 22:00:00+00:00,846,669,403,260,64,61,110,None,14,9,None,None,None
1841,St. Johann am Walde,40436,40436,None,1148,1109,39,2013-09-28 22:00:00+00:00,345,318,275,67,32,21,42,None,2,5,None,None,None
1842,St. Valentin,30531,30531,None,5626,5486,140,2013-09-28 22:00:00+00:00,2236,992,955,585,149,185,289,None,45,50,None,None,None
1843,Stall,20636,20636,None,907,896,11,2013-09-28 22:00:00+00:00,233,131,210,24,233,12,51,None,0,2,None,None,None
1844,Zöbern,31848,31848,None,939,920,19,2013-09-28 22:00:00+00:00,152,453,140,45,57,16,45,None,9,3,None,None,None
1845,Münzbach,41113,41113,None,1026,974,52,2013-09-28 22:00:00+00:00,153,438,228,49,28,24,35,None,7,5,None,None,None
1846,Wiesing,70939,70939,None,984,970,14,2013-09-28 22:00:00+00:00,227,261,239,93,26,50,64,None,1,9,None,None,None
1847,Attersee am Attersee,41702,41702,None,936,912,24,2013-09-28 22:00:00+00:00,226,259,153,129,41,34,46,None,11,12,None,None,None
1848,Wenigzell,62262,62262,None,913,895,18,2013-09-28 22:00:00+00:00,122,414,173,54,26,17,82,None,4,2,None,None,None
1849,Karlstetten,31916,31916,None,1313,1282,31,2013-09-28 22:00:00+00:00,335,406,259,126,27,57,47,None,7,18,None,None,None
1850,Wilhering,41022,41022,None,3372,3295,77,2013-09-28 22:00:00+00:00,863,812,556,574,110,187,129,None,21,37,None,None,None
1851,Puchenau,41618,41618,None,2639,2597,42,2013-09-28 22:00:00+00:00,606,627,359,557,75,181,134,None,24,22,None,None,None
1852,Schrems,30935,30935,None,3221,3135,86,2013-09-28 22:00:00+00:00,1293,875,504,162,89,57,131,None,9,15,None,None,None
1853,Hofstetten-Grünau,31909,31909,None,1676,1625,51,2013-09-28 22:00:00+00:00,340,712,279,128,25,50,72,None,10,9,None,None,None
1854,Burgau,62206,62206,None,619,609,10,2013-09-28 22:00:00+00:00,169,150,133,42,24,18,61,None,4,6,None,None,None
1855,Edlbach,40901,40901,None,390,385,5,2013-09-28 22:00:00+00:00,78,154,72,23,22,13,8,None,3,6,None,None,None
1856,Wilhelmsburg,31947,31947,None,3684,3599,85,2013-09-28 22:00:00+00:00,1291,755,780,342,93,107,164,None,33,34,None,None,None
1857,Heiligenblut am Großglockner,20610,20610,None,556,542,14,2013-09-28 22:00:00+00:00,118,171,87,53,51,15,43,None,2,2,None,None,None
1858,Brunn an der Wild,31102,31102,None,569,552,17,2013-09-28 22:00:00+00:00,69,348,76,17,7,9,23,None,0,3,None,None,None
1859,Aspach,40402,40402,None,1366,1322,44,2013-09-28 22:00:00+00:00,203,549,321,91,48,24,64,None,10,3,None,None,None
1860,Drasenhofen,31606,31606,None,671,654,17,2013-09-28 22:00:00+00:00,102,348,110,13,24,20,32,None,1,4,None,None,None
1861,Atzenbrugg,32104,32104,None,1649,1599,50,2013-09-28 22:00:00+00:00,321,633,331,129,38,61,62,None,15,9,None,None,None
1862,Eschenau im Hausruckkreis,40804,40804,None,701,675,26,2013-09-28 22:00:00+00:00,82,278,188,51,15,13,30,None,8,6,None,None,None
1863,Radmer,61112,61112,None,398,393,5,2013-09-28 22:00:00+00:00,184,82,79,11,10,4,20,None,0,3,None,None,None
1864,Edlitz,31807,31807,None,564,549,15,2013-09-28 22:00:00+00:00,128,219,96,36,19,20,27,None,2,2,None,None,None
1865,Bisamberg,31201,31201,None,2627,2590,37,2013-09-28 22:00:00+00:00,522,871,370,363,77,221,129,None,23,14,None,None,None
1866,St. Peter am Wimberg,41334,41334,None,1093,1049,44,2013-09-28 22:00:00+00:00,178,513,139,98,32,25,48,None,10,3,None,None,None
1867,Krems in Kärnten,20642,20642,None,897,875,22,2013-09-28 22:00:00+00:00,203,201,202,44,120,26,75,None,3,1,None,None,None
1868,Sankt Jakob im Walde,62242,62242,None,660,643,17,2013-09-28 22:00:00+00:00,132,279,122,17,15,12,59,None,2,1,None,None,None
1869,Altenmarkt im Pongau,50401,50401,None,1962,1910,52,2013-09-28 22:00:00+00:00,301,625,466,233,59,89,123,None,9,5,None,None,None
1870,Rüstorf,41732,41732,None,1157,1128,29,2013-09-28 22:00:00+00:00,332,231,319,119,32,34,45,None,5,3,None,None,None
1871,Hohenzell,41209,41209,None,1220,1175,45,2013-09-28 22:00:00+00:00,151,403,279,143,52,53,59,None,11,0,None,None,None
1872,Hagenbrunn,31206,31206,None,1125,1106,19,2013-09-28 22:00:00+00:00,247,351,239,94,43,68,49,None,8,7,None,None,None
1873,Hermagor-Pressegger See,20305,20305,None,3827,3734,93,2013-09-28 22:00:00+00:00,1245,884,576,321,333,100,247,None,13,15,None,None,None
1874,Obertraun,40712,40712,None,441,422,19,2013-09-28 22:00:00+00:00,209,59,53,42,19,2,18,None,0,18,None,None,None
1875,Roitham am Traunfall,40715,40715,None,1154,1125,29,2013-09-28 22:00:00+00:00,323,288,275,97,45,29,46,None,6,8,None,None,None
1876,Innsbruck,70101,70101,None,50064,49408,656,2013-09-28 22:00:00+00:00,10244,10065,9598,11135,1186,3727,2323,None,462,668,None,None,None
1877,Werfen,50424,50424,None,1564,1536,28,2013-09-28 22:00:00+00:00,454,306,452,131,60,52,62,None,15,4,None,None,None
1878,Hagenberg im Mühlkreis,40604,40604,None,1596,1564,32,2013-09-28 22:00:00+00:00,439,367,327,223,55,44,68,None,25,11,None,None,None
1879,Rainbach im Mühlkreis,40615,40615,None,1692,1628,64,2013-09-28 22:00:00+00:00,411,680,236,129,60,27,51,None,20,6,None,None,None
1880,Mistelbach,31633,31633,None,6546,6379,167,2013-09-28 22:00:00+00:00,1649,2071,1146,650,165,321,278,None,46,53,None,None,None
1881,Höfen,70816,70816,None,610,602,8,2013-09-28 22:00:00+00:00,124,226,124,71,10,11,32,None,4,0,None,None,None
1882,Wernstein am Inn,41429,41429,None,871,851,20,2013-09-28 22:00:00+00:00,210,299,183,56,32,14,36,None,6,4,None,None,None
1883,Neustift an der Lafnitz,10929,10929,None,506,498,8,2013-09-28 22:00:00+00:00,227,79,99,19,16,19,37,None,2,0,None,None,None
1884,Raach am Hochgebirge,31827,31827,None,183,178,5,2013-09-28 22:00:00+00:00,26,112,18,5,4,6,5,None,1,1,None,None,None
1885,Deutsch-Griffen,20503,20503,None,469,453,16,2013-09-28 22:00:00+00:00,111,94,136,16,60,5,28,None,2,1,None,None,None
1886,Lauterach,80224,80224,None,3840,3798,42,2013-09-28 22:00:00+00:00,542,870,913,582,86,486,241,None,25,18,None,None,None
1887,Allhaming,41001,41001,None,635,625,10,2013-09-28 22:00:00+00:00,140,197,126,65,26,27,33,None,7,3,None,None,None
1888,Kopfing im Innkreis,41411,41411,None,1143,1108,35,2013-09-28 22:00:00+00:00,146,386,324,64,55,23,70,None,9,10,None,None,None
1889,Mils,70329,70329,None,2151,2116,35,2013-09-28 22:00:00+00:00,311,632,438,361,76,151,127,None,9,11,None,None,None
1890,Sierndorf,31226,31226,None,2287,2240,47,2013-09-28 22:00:00+00:00,476,807,422,205,65,110,108,None,28,19,None,None,None
1891,Hochfilzen,70405,70405,None,605,594,11,2013-09-28 22:00:00+00:00,195,172,119,41,19,13,35,None,0,0,None,None,None
1892,Großraming,41507,41507,None,1764,1723,41,2013-09-28 22:00:00+00:00,514,539,269,164,67,51,80,None,8,19,None,None,None
1893,Jois,10710,10710,None,881,869,12,2013-09-28 22:00:00+00:00,300,242,171,40,16,33,55,None,4,7,None,None,None
1894,Enns,41005,41005,None,5538,5428,110,2013-09-28 22:00:00+00:00,1855,952,1196,669,163,201,289,None,56,33,None,None,None
1895,Schlüßlberg,40827,40827,None,1713,1677,36,2013-09-28 22:00:00+00:00,578,333,406,150,66,42,71,None,13,11,None,None,None
1896,Guntersdorf,31014,31014,None,710,690,20,2013-09-28 22:00:00+00:00,152,314,131,24,20,13,31,None,2,3,None,None,None
1897,Sonntag,80124,80124,None,385,379,6,2013-09-28 22:00:00+00:00,11,224,40,21,14,32,9,None,1,0,None,None,None
1898,Achau,31701,31701,None,729,714,15,2013-09-28 22:00:00+00:00,233,141,137,88,26,46,31,None,6,6,None,None,None
1899,Absdorf,32101,32101,None,1098,1066,32,2013-09-28 22:00:00+00:00,336,359,159,96,17,42,50,None,4,3,None,None,None
1900,Markersdorf-Haindorf,31922,31922,None,1228,1213,15,2013-09-28 22:00:00+00:00,288,480,238,117,12,30,36,None,3,9,None,None,None
1901,Kittsee,10711,10711,None,1144,1114,30,2013-09-28 22:00:00+00:00,429,293,244,39,25,27,49,None,3,5,None,None,None
1902,Langkampfen,70515,70515,None,1906,1887,19,2013-09-28 22:00:00+00:00,470,402,482,174,102,78,158,None,7,14,None,None,None
1903,Bärnkopf,32503,32503,None,235,228,7,2013-09-28 22:00:00+00:00,121,54,37,5,3,3,3,None,0,2,None,None,None
1904,Schönegg,41340,41340,None,339,335,4,2013-09-28 22:00:00+00:00,90,132,52,23,12,9,12,None,3,1,None,None,None
1905,Gastern,32206,32206,None,791,769,22,2013-09-28 22:00:00+00:00,177,336,135,31,10,12,60,None,2,6,None,None,None
1906,Brixen im Thale,70402,70402,None,1227,1213,14,2013-09-28 22:00:00+00:00,282,485,184,117,34,27,74,None,4,6,None,None,None
1907,Illmitz,10709,10709,None,1668,1629,39,2013-09-28 22:00:00+00:00,623,503,302,66,27,47,52,None,5,1,None,None,None
1908,Engerwitzdorf,41605,41605,None,5149,4976,173,2013-09-28 22:00:00+00:00,1315,1056,1002,823,200,226,255,None,33,38,None,None,None
1909,Hirtenberg,30615,30615,None,1213,1192,21,2013-09-28 22:00:00+00:00,512,116,336,73,25,42,62,None,11,15,None,None,None
1910,Marchegg,30835,30835,None,1562,1536,26,2013-09-28 22:00:00+00:00,634,281,360,78,43,34,83,None,12,11,None,None,None
1911,Neuhaus,20810,20810,None,569,557,12,2013-09-28 22:00:00+00:00,173,109,97,39,80,8,41,None,1,9,None,None,None
1912,Thurn,70731,70731,None,324,319,5,2013-09-28 22:00:00+00:00,37,152,47,45,10,10,15,None,2,1,None,None,None
1913,Trautmannsdorf an der Leitha,30726,30726,None,1744,1701,43,2013-09-28 22:00:00+00:00,493,538,338,126,24,60,100,None,7,15,None,None,None
1914,Baumkirchen,70305,70305,None,635,624,11,2013-09-28 22:00:00+00:00,114,202,116,92,22,36,39,None,0,3,None,None,None
1915,Hüttenberg,20511,20511,None,868,849,19,2013-09-28 22:00:00+00:00,351,96,222,27,115,5,18,None,6,9,None,None,None
1916,Dorfstetten,31506,31506,None,341,337,4,2013-09-28 22:00:00+00:00,107,132,70,11,5,2,10,None,0,0,None,None,None
1917,Mörschwang,41216,41216,None,198,190,8,2013-09-28 22:00:00+00:00,12,90,35,26,9,3,11,None,1,1,None,None,None
1918,Gaschurn,80110,80110,None,708,703,5,2013-09-28 22:00:00+00:00,88,216,173,64,22,63,63,None,2,7,None,None,None
1919,Alland,30601,30601,None,1331,1314,17,2013-09-28 22:00:00+00:00,258,387,317,115,53,83,76,None,15,10,None,None,None
1920,Weiden am See,10722,10722,None,1409,1381,28,2013-09-28 22:00:00+00:00,395,370,297,139,34,59,75,None,4,8,None,None,None
1921,Brand-Nagelberg,30903,30903,None,1041,1002,39,2013-09-28 22:00:00+00:00,543,167,144,52,12,19,54,None,5,6,None,None,None
1922,Fieberbrunn,70403,70403,None,2144,2119,25,2013-09-28 22:00:00+00:00,510,713,347,257,61,68,141,None,18,4,None,None,None
1923,Rauris,50617,50617,None,1681,1651,30,2013-09-28 22:00:00+00:00,318,549,465,108,61,34,100,None,11,5,None,None,None
1924,Eichkögl,62314,62314,None,685,674,11,2013-09-28 22:00:00+00:00,93,179,217,37,20,19,98,None,3,7,None,None,None
1925,Angerberg,70528,70528,None,919,907,12,2013-09-28 22:00:00+00:00,120,302,186,126,29,52,80,None,6,6,None,None,None
1926,Tschanigraben,10423,10423,None,35,35,0,2013-09-28 22:00:00+00:00,27,5,1,0,0,1,1,None,0,0,None,None,None
1927,Röns,80415,80415,None,137,137,0,2013-09-28 22:00:00+00:00,6,62,32,24,1,6,4,None,1,0,None,None,None
1928,St. Ulrich bei Steyr,41514,41514,None,1824,1775,49,2013-09-28 22:00:00+00:00,401,547,348,220,77,57,102,None,11,3,None,None,None
1929,Mooskirchen,61615,61615,None,1128,1101,27,2013-09-28 22:00:00+00:00,167,268,350,99,40,30,127,None,5,10,None,None,None
1930,Leitzersdorf,31215,31215,None,765,742,23,2013-09-28 22:00:00+00:00,140,275,140,71,29,40,39,None,5,3,None,None,None
1931,Heiligenkreuz,30613,30613,None,787,777,10,2013-09-28 22:00:00+00:00,138,242,160,102,20,53,53,None,5,4,None,None,None
1932,Pöttelsdorf,10608,10608,None,450,439,11,2013-09-28 22:00:00+00:00,150,131,61,42,9,13,30,None,0,2,None,None,None
1933,St. Radegund,40439,40439,None,349,340,9,2013-09-28 22:00:00+00:00,30,192,41,46,7,7,11,None,3,3,None,None,None
1934,Wien,90001,91601,None,32739,32252,487,2013-09-28 22:00:00+00:00,10688,3856,6810,5648,757,2114,1181,None,371,699,None,None,None
1935,Mödling,31717,31717,None,10061,9891,170,2013-09-28 22:00:00+00:00,2057,2635,1469,1783,282,1008,455,None,83,119,None,None,None
1936,Umhausen,70223,70223,None,1424,1406,18,2013-09-28 22:00:00+00:00,162,666,298,95,63,43,72,None,5,2,None,None,None
1937,Hinterstoder,40903,40903,None,504,495,9,2013-09-28 22:00:00+00:00,93,164,121,41,16,15,42,None,0,2,None,None,None
1938,Lienz,70716,70716,None,5469,5359,110,2013-09-28 22:00:00+00:00,1412,1369,921,737,228,291,333,None,32,36,None,None,None
1939,Buch,80208,80208,None,351,348,3,2013-09-28 22:00:00+00:00,22,144,97,35,11,20,14,None,3,0,None,None,None
1940,Prellenkirchen,30719,30719,None,865,844,21,2013-09-28 22:00:00+00:00,205,351,166,34,14,22,38,None,8,6,None,None,None
1941,Retzbach,31038,31038,None,668,649,19,2013-09-28 22:00:00+00:00,139,321,86,36,15,14,33,None,4,1,None,None,None
1942,Hornstein,10304,10304,None,1576,1538,38,2013-09-28 22:00:00+00:00,616,291,278,123,47,60,104,None,8,9,None,None,None
1943,Weikendorf,30860,30860,None,1100,1080,20,2013-09-28 22:00:00+00:00,315,312,254,94,32,35,30,None,3,5,None,None,None
1944,Loipersbach im Burgenland,10604,10604,None,761,746,15,2013-09-28 22:00:00+00:00,355,117,166,41,14,13,27,None,6,6,None,None,None
1945,Mondsee,41715,41715,None,1350,1327,23,2013-09-28 22:00:00+00:00,254,381,260,203,51,67,81,None,14,7,None,None,None
1946,Kobersdorf,10807,10807,None,1295,1261,34,2013-09-28 22:00:00+00:00,609,263,210,71,11,18,71,None,4,4,None,None,None
1947,Goldwörth,41608,41608,None,569,541,28,2013-09-28 22:00:00+00:00,109,183,80,71,24,27,36,None,2,8,None,None,None
1948,Schönberg im Stubaital,70350,70350,None,462,456,6,2013-09-28 22:00:00+00:00,78,157,65,76,26,21,29,None,1,3,None,None,None
1949,Flaurling,70308,70308,None,620,614,6,2013-09-28 22:00:00+00:00,121,203,106,101,18,21,26,None,11,7,None,None,None
1950,Mariastein,70516,70516,None,165,162,3,2013-09-28 22:00:00+00:00,13,60,34,33,1,5,12,None,2,2,None,None,None
1951,Aggsbach,31301,31301,None,428,420,8,2013-09-28 22:00:00+00:00,160,112,87,23,10,9,14,None,1,4,None,None,None
1952,Köstendorf,50320,50320,None,1395,1341,54,2013-09-28 22:00:00+00:00,216,517,251,158,51,55,81,None,7,5,None,None,None
1953,Zwettl-Niederösterreich,32530,32530,None,7196,6995,201,2013-09-28 22:00:00+00:00,1145,3331,1107,640,155,271,268,None,45,33,None,None,None
