gkz	name	wahlberechtigte	abgegeben	gueltig	spoe	oevp	fpoe	bzoe	gruene	frank	neos	kpoe	pirat	cpoe	wandl	m	euaus	slp	winner
G70611	Kaunertal	462	309	301	29	194	23	5	31	7	9	0	3	0	0	0	0	0	oevp
G70612	Kauns	387	202	199	18	121	20	3	24	7	0	0	6	0	0	0	0	0	oevp
G70613	Ladis	415	220	217	25	114	30	6	20	13	7	0	2	0	0	0	0	0	oevp
G70614	Landeck	5797	3595	3535	929	1021	716	55	477	155	135	28	19	0	0	0	0	0	oevp
G70615	Nauders	1138	649	640	106	320	109	14	34	26	25	2	4	0	0	0	0	0	oevp
G70616	Pettneu am Arlberg	1122	668	660	139	245	118	13	76	30	31	3	5	0	0	0	0	0	oevp
G70617	Pfunds	1950	1074	1062	220	473	179	16	67	78	19	7	3	0	0	0	0	0	oevp
G70618	Pians	624	413	410	89	162	80	5	43	18	10	1	2	0	0	0	0	0	oevp
G70619	Prutz	1268	713	708	152	234	121	17	104	46	25	3	6	0	0	0	0	0	oevp
G70620	Ried im Oberinntal	955	526	521	82	222	70	11	79	35	9	4	9	0	0	0	0	0	oevp
G70621	St. Anton am Arlberg	1818	984	975	96	460	129	38	138	56	54	0	4	0	0	0	0	0	oevp
G70622	Schönwies	1340	886	877	300	265	126	29	78	48	20	8	3	0	0	0	0	0	spoe
G70623	See	906	527	523	57	317	99	13	18	9	6	3	1	0	0	0	0	0	oevp
G70624	Serfaus	859	492	479	43	294	44	9	42	24	15	2	6	0	0	0	0	0	oevp
G70625	Spiss	102	57	54	3	35	9	0	3	3	1	0	0	0	0	0	0	0	oevp
G70626	Stanz bei Landeck	477	323	314	83	120	41	6	30	15	17	2	0	0	0	0	0	0	oevp
G70627	Strengen	964	660	649	161	241	126	21	55	22	19	0	4	0	0	0	0	0	oevp
G70628	Tobadill	409	251	244	45	120	40	8	18	5	7	0	1	0	0	0	0	0	oevp
G70629	Tösens	545	290	285	50	128	59	10	15	15	7	0	1	0	0	0	0	0	oevp
G70630	Zams	2642	1707	1678	366	629	243	42	252	72	55	6	13	0	0	0	0	0	oevp
G70701	Abfaltersbach	487	322	314	21	187	50	14	16	13	11	0	2	0	0	0	0	0	oevp
G70702	Ainet	756	523	517	72	193	126	18	47	31	21	3	6	0	0	0	0	0	oevp
G70703	Amlach	311	192	190	36	72	39	7	18	14	4	0	0	0	0	0	0	0	oevp
G70704	Anras	1049	631	626	80	303	110	37	41	33	18	2	2	0	0	0	0	0	oevp
G70705	Assling	1527	991	964	107	501	134	42	95	56	23	3	3	0	0	0	0	0	oevp
G70706	Außervillgraten	645	447	445	42	284	57	8	15	22	14	2	1	0	0	0	0	0	oevp
G70707	Dölsach	1813	1130	1100	232	354	226	51	112	78	40	3	4	0	0	0	0	0	oevp
G70708	Gaimberg	700	447	430	55	168	66	32	47	28	29	3	2	0	0	0	0	0	oevp
G70709	Hopfgarten in Defereggen	636	362	353	22	221	63	8	12	16	9	0	2	0	0	0	0	0	oevp
G70710	Innervillgraten	726	456	447	20	316	48	32	14	13	4	0	0	0	0	0	0	0	oevp
G70711	Iselsberg-Stronach	492	266	257	46	89	44	4	20	34	14	3	3	0	0	0	0	0	oevp
G70712	Kals am Großglockner	999	597	578	44	301	126	20	37	26	15	4	5	0	0	0	0	0	oevp
G70713	Kartitsch	690	450	437	31	283	47	14	22	28	5	2	5	0	0	0	0	0	oevp
G70714	Lavant	234	158	156	19	74	36	2	14	4	6	1	0	0	0	0	0	0	oevp
G70715	Leisach	659	388	381	93	129	50	15	50	24	15	1	4	0	0	0	0	0	oevp
G70716	Lienz	9767	5469	5359	1412	1369	921	228	737	333	291	36	32	0	0	0	0	0	spoe
G70717	Matrei in Osttirol	3832	2170	2110	240	790	600	74	197	118	71	10	10	0	0	0	0	0	oevp
G70718	Nikolsdorf	704	425	416	52	205	75	11	33	14	20	3	3	0	0	0	0	0	oevp
G70719	Nußdorf-Debant	2656	1689	1653	395	440	329	76	206	108	72	13	14	0	0	0	0	0	oevp
G70720	Oberlienz	1195	742	726	79	317	139	36	65	43	35	4	8	0	0	0	0	0	oevp
G70721	Obertilliach	569	349	344	12	247	33	19	13	15	2	0	3	0	0	0	0	0	oevp
G70723	Prägraten am Großvenediger	998	590	579	26	341	140	12	26	20	11	1	2	0	0	0	0	0	oevp
G70724	St. Jakob in Defereggen	751	461	448	38	199	145	17	21	13	10	1	4	0	0	0	0	0	oevp
G70725	St. Johann im Walde	217	146	140	20	86	23	2	3	4	1	0	1	0	0	0	0	0	oevp
G70726	St. Veit in Defereggen	572	327	323	27	173	62	9	17	21	11	3	0	0	0	0	0	0	oevp
G70727	Schlaiten	412	242	235	21	118	53	9	11	13	8	0	2	0	0	0	0	0	oevp
G70728	Sillian	1673	999	978	127	479	206	36	71	32	17	4	6	0	0	0	0	0	oevp
G70729	Strassen	663	423	412	31	223	60	20	35	18	24	0	1	0	0	0	0	0	oevp
G70731	Thurn	514	324	319	37	152	47	10	45	15	10	1	2	0	0	0	0	0	oevp
G70732	Tristach	1107	728	710	134	261	98	37	83	55	29	5	8	0	0	0	0	0	oevp
G70733	Untertilliach	199	95	94	4	53	11	3	7	7	3	5	1	0	0	0	0	0	oevp
G70734	Virgen	1752	989	965	138	362	273	38	63	53	33	3	2	0	0	0	0	0	oevp
G70735	Heinfels	816	508	494	62	243	90	16	39	18	13	9	4	0	0	0	0	0	oevp
G70801	Bach	514	304	298	33	149	63	14	23	8	7	1	0	0	0	0	0	0	oevp
G70802	Berwang	429	283	276	41	122	36	20	29	17	9	1	1	0	0	0	0	0	oevp
G70803	Biberwier	448	281	279	44	121	50	10	22	20	10	0	2	0	0	0	0	0	oevp
G70804	Bichlbach	548	360	356	45	169	62	4	32	21	20	1	2	0	0	0	0	0	oevp
G70805	Breitenwang	1123	652	639	159	170	90	17	134	25	33	3	8	0	0	0	0	0	oevp
G70806	Ehenbichl	622	356	352	60	139	59	11	49	18	12	3	1	0	0	0	0	0	oevp
G70807	Ehrwald	1798	1027	1015	176	390	214	29	96	65	34	3	8	0	0	0	0	0	oevp
G70808	Elbigenalp	651	419	414	39	198	81	20	40	20	14	1	1	0	0	0	0	0	oevp
G70809	Elmen	300	175	172	13	85	26	4	27	10	5	1	1	0	0	0	0	0	oevp
G70810	Forchach	203	146	143	23	48	43	6	18	3	2	0	0	0	0	0	0	0	oevp
G70811	Grän	374	239	236	19	150	29	7	22	8	1	0	0	0	0	0	0	0	oevp
G70812	Gramais	40	27	27	1	23	1	0	2	0	0	0	0	0	0	0	0	0	oevp
G70813	Häselgehr	514	280	277	31	109	69	8	23	26	8	1	2	0	0	0	0	0	oevp
G70814	Heiterwang	413	245	240	30	96	51	10	27	15	10	0	1	0	0	0	0	0	oevp
G70815	Hinterhornbach	74	48	47	4	37	5	0	0	0	1	0	0	0	0	0	0	0	oevp
G70816	Höfen	967	610	602	124	226	124	10	71	32	11	0	4	0	0	0	0	0	oevp
G70817	Holzgau	315	212	211	27	118	23	13	17	11	2	0	0	0	0	0	0	0	oevp
G70818	Jungholz	107	52	52	1	45	4	0	1	1	0	0	0	0	0	0	0	0	oevp
G70819	Kaisers	58	45	43	3	20	6	1	2	6	4	0	1	0	0	0	0	0	oevp
G70820	Lechaschau	1479	785	776	170	265	137	25	95	44	34	4	2	0	0	0	0	0	oevp
G70821	Lermoos	772	397	394	39	174	68	19	44	28	13	6	3	0	0	0	0	0	oevp
G70822	Musau	293	165	162	38	70	20	2	13	16	3	0	0	0	0	0	0	0	oevp
G70823	Namlos	71	47	46	6	30	1	6	2	1	0	0	0	0	0	0	0	0	oevp
G70824	Nesselwängle	331	205	201	17	95	37	5	20	12	10	4	1	0	0	0	0	0	oevp
G70825	Pfafflar	93	53	51	6	37	2	0	4	2	0	0	0	0	0	0	0	0	oevp
G70826	Pflach	899	528	523	105	168	113	11	67	38	19	1	1	0	0	0	0	0	oevp
G70827	Pinswang	303	176	170	27	70	15	6	24	20	2	2	4	0	0	0	0	0	oevp
G70828	Reutte	4121	2111	2084	527	579	392	42	331	98	83	10	22	0	0	0	0	0	oevp
G70829	Schattwald	295	173	172	9	106	17	4	28	5	3	0	0	0	0	0	0	0	oevp
G70830	Stanzach	335	203	196	34	82	35	6	19	17	3	0	0	0	0	0	0	0	oevp
G70831	Steeg	513	318	309	18	189	45	19	21	12	5	0	0	0	0	0	0	0	oevp
G70832	Tannheim	725	389	380	41	212	38	19	32	22	14	0	2	0	0	0	0	0	oevp
G70833	Vils	1080	691	680	133	317	114	18	41	35	14	3	5	0	0	0	0	0	oevp
G70834	Vorderhornbach	221	133	128	10	67	21	4	12	11	3	0	0	0	0	0	0	0	oevp
G70835	Wängle	654	387	381	60	183	69	13	29	18	8	0	1	0	0	0	0	0	oevp
G70836	Weißenbach am Lech	975	492	489	136	130	126	15	30	26	19	3	4	0	0	0	0	0	spoe
G70837	Zöblen	176	113	109	2	75	13	3	12	3	1	0	0	0	0	0	0	0	oevp
G70901	Achenkirch	1574	868	858	118	334	198	25	51	94	30	5	3	0	0	0	0	0	oevp
G70902	Aschau im Zillertal	1311	764	750	106	362	127	33	59	45	12	1	5	0	0	0	0	0	oevp
G70903	Brandberg	272	145	141	17	81	23	3	9	6	2	0	0	0	0	0	0	0	oevp
G70904	Bruck am Ziller	797	528	521	81	219	112	18	38	36	17	0	0	0	0	0	0	0	oevp
G70905	Buch in Tirol	1986	1245	1235	246	319	350	31	159	73	41	8	8	0	0	0	0	0	fpoe
G70907	Eben am Achensee	2021	1105	1093	176	385	249	48	135	58	39	0	3	0	0	0	0	0	oevp
G70908	Finkenberg	1134	693	680	116	290	119	20	63	53	15	1	3	0	0	0	0	0	oevp
G70909	Fügen	2713	1451	1434	253	427	416	48	129	119	33	2	7	0	0	0	0	0	oevp
G70910	Fügenberg	1012	592	585	60	314	100	19	39	36	13	2	2	0	0	0	0	0	oevp
G70911	Gallzein	460	311	304	39	116	78	5	29	27	8	1	1	0	0	0	0	0	oevp
G70912	Gerlos	583	433	427	54	234	66	14	23	28	6	0	2	0	0	0	0	0	oevp
G70913	Gerlosberg	368	203	203	16	106	49	9	6	15	1	1	0	0	0	0	0	0	oevp
G70914	Hainzenberg	523	303	299	45	127	73	7	16	28	3	0	0	0	0	0	0	0	oevp
G70915	Hart im Zillertal	1165	659	653	78	268	153	32	54	49	15	2	2	0	0	0	0	0	oevp
G70916	Hippach	1085	580	572	64	307	102	14	32	36	13	1	3	0	0	0	0	0	oevp
G70917	Jenbach	4940	2822	2788	749	509	766	83	332	216	101	14	18	0	0	0	0	0	fpoe
G70918	Kaltenbach	871	534	529	138	202	90	23	35	28	11	1	1	0	0	0	0	0	oevp
G70920	Mayrhofen	2550	1381	1364	185	534	260	59	187	83	38	3	15	0	0	0	0	0	oevp
G70921	Pill	901	560	552	74	228	124	8	67	20	28	2	1	0	0	0	0	0	oevp
G70922	Ramsau im Zillertal	1191	680	676	123	267	144	20	58	47	16	0	1	0	0	0	0	0	oevp
G70923	Ried im Zillertal	900	524	511	87	234	67	15	58	28	13	5	4	0	0	0	0	0	oevp
G70924	Rohrberg	396	269	267	47	136	49	8	17	7	3	0	0	0	0	0	0	0	oevp
G70925	Schlitters	1037	618	612	76	252	121	23	68	44	23	1	4	0	0	0	0	0	oevp
G70926	Schwaz	9793	5733	5658	1301	1375	1228	110	883	369	294	45	53	0	0	0	0	0	oevp
G70927	Schwendau	1197	669	659	78	302	133	24	51	49	17	2	3	0	0	0	0	0	oevp
G70928	Stans	1524	1033	1016	202	289	225	35	135	76	44	6	4	0	0	0	0	0	oevp
G70929	Steinberg am Rofan	222	139	133	18	85	14	2	5	4	5	0	0	0	0	0	0	0	oevp
G70930	Strass im Zillertal	621	432	426	57	197	72	15	43	23	16	0	3	0	0	0	0	0	oevp
G70931	Stumm	1414	796	788	159	312	134	20	71	66	20	2	4	0	0	0	0	0	oevp
G70932	Stummerberg	646	358	354	30	207	77	15	11	12	2	0	0	0	0	0	0	0	oevp
G70933	Terfens	1625	1092	1077	176	337	196	39	162	121	35	4	7	0	0	0	0	0	oevp
G70934	Tux	1432	922	913	128	464	137	40	54	60	24	5	1	0	0	0	0	0	oevp
G70935	Uderns	1252	738	735	215	229	158	21	50	36	21	3	2	0	0	0	0	0	oevp
G70936	Vomp	3557	2242	2228	501	675	450	86	283	129	86	9	9	0	0	0	0	0	oevp
G70937	Weer	1154	739	732	109	236	170	27	96	57	25	7	5	0	0	0	0	0	oevp
G70938	Weerberg	1870	1172	1156	113	557	256	35	97	47	43	1	7	0	0	0	0	0	oevp
G70939	Wiesing	1572	984	970	227	261	239	26	93	64	50	9	1	0	0	0	0	0	oevp
G70940	Zell am Ziller	1369	710	708	147	263	160	19	55	40	16	2	6	0	0	0	0	0	oevp
G70941	Zellberg	511	318	314	60	146	54	14	21	12	6	0	1	0	0	0	0	0	oevp
G80101	Bartholomäberg	1752	1085	1074	150	294	302	30	104	48	108	3	13	16	0	4	2	0	fpoe
G80102	Blons	224	162	160	7	97	24	4	8	3	17	0	0	0	0	0	0	0	oevp
G80103	Bludenz	9668	5324	5260	1256	995	1083	135	713	204	731	43	47	33	0	5	15	0	spoe
G80104	Bludesch	1504	923	912	179	165	231	36	123	42	101	8	15	9	0	1	2	0	fpoe
G80105	Brand	475	312	310	10	127	75	8	26	11	51	0	0	1	0	0	1	0	oevp
G80106	Bürs	2271	1363	1345	345	274	278	41	178	39	162	10	8	3	0	4	3	0	spoe
G80107	Bürserberg	406	229	228	29	69	44	6	26	20	29	0	3	1	0	0	1	0	oevp
G80108	Dalaas	1172	792	784	115	115	137	18	52	26	313	2	1	2	0	1	2	0	neos
G80109	Fontanella	327	229	228	3	168	21	5	7	9	12	0	0	3	0	0	0	0	oevp
G80110	Gaschurn	1199	708	703	88	216	173	22	64	63	63	7	2	5	0	0	0	0	oevp
G80111	Innerbraz	746	493	486	105	97	85	3	59	16	113	2	4	0	0	1	1	0	neos
G80112	Klösterle	536	359	358	48	91	68	8	12	14	116	1	0	0	0	0	0	0	neos
G80113	Lech	1129	538	532	36	280	38	15	41	18	98	1	3	1	0	0	1	0	oevp
G80114	Lorüns	211	137	134	15	50	26	3	9	5	22	1	1	1	0	1	0	0	oevp
G80115	Ludesch	2364	1320	1305	160	273	299	40	224	61	210	4	11	12	0	5	6	0	fpoe
G80116	Nenzing	4490	2672	2632	302	517	779	66	320	176	405	10	28	17	0	5	7	0	fpoe
G80117	Nüziders	3691	2352	2323	514	507	398	56	341	71	377	6	22	17	0	9	5	0	spoe
G80118	Raggal	621	427	424	22	213	52	11	49	29	37	1	2	7	0	1	0	0	oevp
G80119	St. Anton im Montafon	550	353	344	52	94	74	12	47	13	42	3	1	0	0	4	2	0	oevp
G80120	St. Gallenkirch	1736	958	937	205	243	264	24	54	59	64	3	6	9	0	0	6	0	fpoe
G80121	St. Gerold	271	195	195	11	88	25	10	26	5	26	0	0	4	0	0	0	0	oevp
G80122	Schruns	2801	1527	1509	193	401	365	50	219	80	173	5	6	7	0	6	4	0	oevp
G80123	Silbertal	676	446	440	74	140	130	19	19	14	37	0	1	1	0	0	5	0	oevp
G80124	Sonntag	543	385	379	11	224	40	14	21	9	32	0	1	25	0	1	1	0	oevp
G80125	Stallehr	195	127	122	17	39	32	4	7	3	18	0	1	0	0	0	1	0	oevp
G80126	Thüringen	1602	1022	1012	115	263	189	37	161	54	152	4	10	20	0	0	7	0	oevp
G80127	Thüringerberg	524	362	356	26	150	55	15	37	17	48	1	4	2	0	0	1	0	oevp
G80128	Tschagguns	1743	1006	994	125	271	246	46	123	48	103	7	11	9	0	5	0	0	oevp
G80129	Vandans	2016	1155	1144	181	218	323	35	134	83	142	5	12	5	0	3	3	0	fpoe
G80201	Alberschwende	2384	1609	1589	92	588	349	42	221	70	186	2	15	16	0	4	4	0	oevp
G80202	Andelsbuch	1745	1078	1057	56	514	136	17	177	40	106	1	3	0	0	4	3	0	oevp
G80203	Au	1354	844	835	29	356	159	17	72	53	135	1	4	7	0	1	1	0	oevp
G80204	Bezau	1373	823	813	35	398	129	18	96	22	98	2	3	7	0	0	5	0	oevp
G80205	Bildstein	557	357	356	21	153	67	13	34	20	36	4	4	1	0	2	1	0	oevp
G80206	Bizau	769	514	510	15	231	96	8	67	22	71	0	0	0	0	0	0	0	oevp
G80207	Bregenz	19178	10258	10145	2174	2067	2094	202	1712	528	1101	65	89	47	0	41	25	0	spoe
G80208	Buch	445	351	348	22	144	97	11	35	14	20	0	3	1	0	0	1	0	oevp
G80209	Damüls	247	197	192	2	138	32	4	5	2	8	0	1	0	0	0	0	0	oevp
G80210	Doren	783	512	509	21	251	93	21	58	22	38	0	2	1	0	2	0	0	oevp
G80211	Egg	2627	1669	1633	73	716	255	33	236	97	194	1	9	13	0	3	3	0	oevp
G80212	Eichenberg	270	199	197	5	124	11	1	27	10	17	0	2	0	0	0	0	0	oevp
G80213	Fußach	2616	1512	1499	217	315	385	40	239	76	184	7	13	11	0	7	5	0	fpoe
G80214	Gaißau	1233	702	698	66	215	182	20	90	45	67	3	4	2	0	1	3	0	oevp
G80215	Hard	9088	4962	4921	931	993	1015	130	825	297	642	23	30	14	0	13	8	0	fpoe
G80216	Hittisau	1368	860	849	49	385	161	22	103	31	86	0	7	2	0	2	1	0	oevp
G80217	Höchst	5409	2883	2851	297	792	651	81	440	201	332	9	20	17	0	5	6	0	oevp
G80218	Hörbranz	4616	2704	2673	373	695	612	60	363	190	314	14	23	5	0	17	7	0	oevp
G80219	Hohenweiler	902	497	485	50	180	80	4	81	19	51	3	8	6	0	1	2	0	oevp
G80220	Kennelbach	1366	782	774	136	202	174	15	101	44	80	10	2	8	0	1	1	0	oevp
G80221	Krumbach	752	505	495	36	193	102	13	59	36	41	1	2	10	0	1	1	0	oevp
G80222	Langen bei Bregenz	995	694	688	34	273	160	31	65	35	78	1	4	4	0	1	2	0	oevp
G80223	Langenegg	799	533	527	24	244	71	19	55	32	68	4	1	5	0	2	2	0	oevp
G80224	Lauterach	6828	3840	3798	542	870	913	86	582	241	486	18	25	14	0	13	8	0	fpoe
G80225	Lingenau	1042	695	681	26	325	75	16	107	34	73	1	7	11	0	3	3	0	oevp
G80226	Lochau	4109	2268	2247	360	562	442	48	388	129	268	9	20	12	0	5	4	0	oevp
G80227	Mellau	984	597	585	25	235	140	17	60	28	70	1	3	6	0	0	0	0	oevp
G80228	Mittelberg	2418	1186	1179	86	479	282	23	167	52	67	2	8	10	0	0	3	0	oevp
G80229	Möggers	380	259	259	22	130	48	5	17	7	26	0	2	1	0	1	0	0	oevp
G80230	Reuthe	434	235	235	20	86	63	6	28	1	29	1	0	0	0	0	1	0	oevp
G80231	Riefensberg	691	436	429	12	235	78	14	33	16	34	0	4	1	0	0	2	0	oevp
G80232	Schnepfau	354	210	207	10	100	32	6	18	10	28	0	1	2	0	0	0	0	oevp
G80233	Schoppernau	704	541	534	16	273	103	5	27	14	89	0	1	3	0	2	1	0	oevp
G80234	Schröcken	149	95	95	7	56	14	1	6	2	8	0	1	0	0	0	0	0	oevp
G80235	Schwarzach	2783	1772	1746	199	431	332	55	314	97	272	13	11	13	0	5	4	0	oevp
G80236	Schwarzenberg	1352	910	902	32	439	116	13	118	36	136	3	4	1	0	3	1	0	oevp
G80237	Sibratsgfäll	316	235	229	6	160	27	2	12	6	10	0	2	4	0	0	0	0	oevp
G80238	Sulzberg	1239	884	866	43	427	142	11	94	32	99	1	2	12	0	2	1	0	oevp
G80239	Warth	136	96	96	5	55	21	0	3	4	7	0	0	0	0	1	0	0	oevp
G80240	Wolfurt	5990	3618	3563	404	1025	710	84	596	202	447	26	25	18	0	17	9	0	oevp
G80301	Dornbirn	33428	18853	18694	2595	4109	3908	438	3304	1030	2838	101	166	116	0	46	43	0	oevp
G80302	Hohenems	10694	5495	5437	711	1164	1552	105	793	314	666	27	42	36	0	14	13	0	fpoe
G80303	Lustenau	15053	8059	7975	939	1953	1963	219	1205	430	1084	26	62	66	0	17	11	0	fpoe
G80401	Altach	4786	2762	2731	320	613	528	70	556	166	404	12	27	22	0	6	7	0	oevp
G80402	Düns	298	214	213	8	72	40	2	46	10	24	1	0	6	0	2	2	0	oevp
G80403	Dünserberg	114	72	70	3	37	11	0	10	1	6	0	0	0	0	0	2	0	oevp
G80404	Feldkirch	22348	12457	12285	1729	2603	2387	327	2511	748	1627	81	105	77	0	35	55	0	oevp
G80405	Frastanz	4315	2256	2234	319	550	520	53	348	114	276	14	5	14	0	8	13	0	oevp
G80406	Fraxern	518	371	366	11	132	83	7	52	19	54	1	4	2	0	1	0	0	oevp
G80407	Göfis	2376	1518	1507	143	364	311	42	269	81	249	13	15	14	0	3	3	0	oevp
G80408	Götzis	7761	4484	4436	656	992	925	108	806	236	604	14	45	13	0	12	25	0	oevp
G80409	Klaus	2256	1366	1352	149	396	217	24	298	80	158	6	15	3	0	4	2	0	oevp
G80410	Koblach	3309	1872	1850	218	414	370	57	351	134	263	6	12	12	0	2	11	0	oevp
G80411	Laterns	535	361	356	13	143	80	9	27	21	55	2	2	3	0	1	0	0	oevp
G80412	Mäder	2739	1585	1569	219	282	403	45	204	127	254	9	11	4	0	5	6	0	fpoe
G80413	Meiningen	1487	888	878	128	199	214	21	146	59	83	5	10	6	0	5	2	0	fpoe
G80414	Rankweil	8340	4566	4503	657	981	836	110	936	287	585	23	34	22	0	15	17	0	oevp
G80415	Röns	236	137	137	6	62	32	1	24	4	6	0	1	0	0	1	0	0	oevp
G80416	Röthis	1421	820	809	69	238	143	19	174	46	99	1	14	1	0	2	3	0	oevp
G80417	Satteins	1968	1195	1186	145	334	246	35	190	50	157	5	8	10	0	2	4	0	oevp
G80418	Schlins	1594	921	910	134	281	182	17	125	42	113	3	6	6	0	0	1	0	oevp
G80419	Schnifis	597	344	340	23	133	64	14	48	12	39	0	0	5	0	1	1	0	oevp
G80420	Sulz	1784	1191	1182	152	281	191	24	230	68	199	9	14	4	0	6	4	0	oevp
G80421	Übersaxen	471	321	320	7	147	74	3	42	16	28	0	1	0	0	1	1	0	oevp
G80422	Viktorsberg	303	210	208	14	85	43	4	22	8	20	0	9	3	0	0	0	0	oevp
G80423	Weiler	1462	879	870	97	199	180	24	169	60	121	5	6	3	0	2	4	0	oevp
G80424	Zwischenwasser	2302	1351	1337	129	344	310	37	227	82	168	9	12	5	0	10	4	0	oevp
G90001	Wien (Gemeinde, ohne Wahlkarten)	1156888	665079	655250	212072	87987	144195	15980	100446	25868	49167	10945	6602	0	1169	0	0	819	spoe
G90101	Wien  1. Innere Stadt	12407	6171	6105	1187	1677	631	142	1021	300	1007	84	42	0	12	0	0	2	oevp
G90201	Wien  2. Leopoldstadt	60141	33185	32741	10816	3642	5809	644	6911	1220	2339	834	387	0	85	0	0	54	spoe
G90301	Wien  3. Landstraße	57176	31812	31371	8970	4655	4960	750	6769	1076	3105	629	351	0	69	0	0	37	spoe
G90401	Wien  4. Wieden	20762	11662	11555	2662	2137	1374	245	2912	379	1411	278	124	0	17	0	0	16	gruene
G90501	Wien  5. Margareten	32638	17642	17416	5365	2055	2773	353	4140	559	1392	462	235	0	47	0	0	35	spoe
G90601	Wien  6. Mariahilf	20831	11499	11310	2680	1756	1297	223	3146	374	1328	320	144	0	24	0	0	18	gruene
G90701	Wien  7. Neubau	20868	11987	11831	2746	1654	1135	240	3733	327	1449	309	169	0	51	0	0	18	gruene
G90801	Wien  8. Josefstadt	16449	9437	9315	1894	1852	919	238	2518	267	1253	227	112	0	23	0	0	12	gruene
G90901	Wien  9. Alsergrund	26856	14969	14764	3408	2437	1731	321	3896	497	1887	336	194	0	34	0	0	23	gruene
G91001	Wien 10. Favoriten	111853	61687	60679	24165	5714	18143	1308	5100	2486	2402	765	453	0	75	0	0	68	spoe
G91101	Wien 11. Simmering	60329	34553	34021	13431	2876	11038	767	2532	1307	1275	452	272	0	38	0	0	33	spoe
G91201	Wien 12. Meidling	56609	31082	30585	10844	3648	7213	672	4102	1282	1876	513	337	0	47	0	0	51	spoe
G91301	Wien 13. Hietzing	38778	23889	23580	5265	6104	3516	718	3580	935	2859	305	239	0	28	0	0	31	oevp
G91401	Wien 14. Penzing	60622	35581	35025	10188	5657	7260	974	5550	1458	2914	562	365	0	52	0	0	45	spoe
G91501	Wien 15. Rudolfsheim-Fünfhaus	41115	21494	21141	7155	2235	4096	406	4333	777	1280	483	272	0	65	0	0	39	spoe
G91601	Wien 16. Ottakring	59053	32739	32252	10688	3856	6810	757	5648	1181	2114	699	371	0	70	0	0	58	spoe
G91701	Wien 17. Hernals	33512	18758	18499	4860	2924	3383	534	3708	696	1733	365	206	0	70	0	0	20	spoe
G91801	Wien 18. Währing	32469	18834	18589	3788	4144	2269	451	4242	644	2484	312	194	0	43	0	0	18	gruene
G91901	Wien 19. Döbling	49213	29249	28849	7310	6738	4619	789	4056	1188	3470	343	261	0	48	0	0	27	spoe
G92001	Wien 20. Brigittenau	49872	26633	26272	10239	2575	6154	474	3767	922	1324	450	263	0	46	0	0	58	spoe
G92101	Wien 21. Floridsdorf	104912	63177	62090	22898	6126	18515	1629	5848	2670	2978	748	547	0	70	0	0	61	spoe
G92201	Wien 22. Donaustadt	119484	73978	72813	26440	7204	20279	2045	7717	3403	3914	970	679	0	101	0	0	61	spoe
G92301	Wien 23. Liesing	70939	45061	44447	15073	6321	10271	1300	5217	1920	3373	499	385	0	54	0	0	34	spoe
G10199	Wahlkarten - Eisenstadt (Stadt)	0	822	808	169	323	73	10	137	27	55	6	8	0	0	0	0	0	oevp
G10299	Wahlkarten - Rust (Stadt)	0	108	105	32	28	22	3	9	7	1	3	0	0	0	0	0	0	spoe
G10399	Wahlkarten - Eisenstadt-Umgebung	0	2471	2434	994	606	308	39	248	129	77	11	13	9	0	0	0	0	spoe
G10499	Wahlkarten - Güssing	0	1726	1706	565	587	191	24	174	99	48	7	9	2	0	0	0	0	oevp
G10599	Wahlkarten - Jennersdorf	0	981	965	256	308	125	23	135	59	37	16	4	2	0	0	0	0	oevp
G10699	Wahlkarten - Mattersburg	0	1841	1803	685	455	208	31	223	106	60	22	10	3	0	0	0	0	spoe
G10799	Wahlkarten - Neusiedel am See	0	2729	2693	924	778	385	49	292	110	114	22	16	3	0	0	0	0	spoe
G10899	Wahlkarten - Oberpullendorf	0	2292	2243	874	730	250	22	194	94	45	11	15	8	0	0	0	0	spoe
G10999	Wahlkarten - Oberwart	0	2970	2918	1016	837	376	51	356	161	91	17	10	3	0	0	0	0	spoe
G1A099	Wahlkarten - Burgenland Nord	0	259	256	59	54	33	10	47	13	32	4	3	1	0	0	0	0	spoe
G1B099	Wahlkarten - Burgenland Süd	0	346	340	76	65	48	17	70	22	35	3	3	1	0	0	0	0	spoe
G20199	Wahlkarten - Klagenfurt (Stadt)	0	5408	5349	1472	932	497	344	1468	257	285	46	48	0	0	0	0	0	spoe
G20299	Wahlkarten - Villach (Stadt)	0	2985	2956	1063	407	321	184	646	151	146	15	23	0	0	0	0	0	spoe
G20399	Wahlkarten - Hermagor	0	1414	1392	450	380	163	77	196	67	44	6	9	0	0	0	0	0	spoe
G20499	Wahlkarten - Klagenfurt Land	0	3759	3716	1107	660	415	322	741	247	168	28	28	0	0	0	0	0	spoe
G20599	Wahlkarten - Sankt Veit an der Glan	0	3405	3153	1009	616	424	387	413	189	85	17	13	0	0	0	0	0	spoe
G20699	Wahlkarten - Spittal an der Drau	0	5107	5057	1478	978	697	426	779	346	291	28	34	0	0	0	0	0	spoe
G20799	Wahlkarten - Villach Land	0	4065	4025	1461	591	531	335	639	289	125	25	29	0	0	0	0	0	spoe
G20899	Wahlkarten - Völkermarkt	0	2047	1979	655	412	206	130	369	108	75	10	14	0	0	0	0	0	spoe
