gkz	name	wahlberechtigte	abgegeben	gueltig	spoe	oevp	fpoe	bzoe	gruene	frank	neos	kpoe	pirat	cpoe	wandl	m	euaus	slp	winner
G31330	Mühldorf	1165	875	843	269	339	118	12	42	39	17	3	4	0	0	0	0	0	oevp
G31333	Paudorf	2039	1546	1515	567	383	261	34	140	61	58	7	4	0	0	0	0	0	spoe
G31336	Rastenfeld	1190	941	920	172	398	217	33	46	28	16	1	9	0	0	0	0	0	oevp
G31337	Rohrendorf bei Krems	1585	1263	1237	327	390	216	28	153	51	61	6	5	0	0	0	0	0	oevp
G31338	Rossatz-Arnsdorf	897	707	694	196	283	82	13	56	25	29	6	4	0	0	0	0	0	oevp
G31340	St. Leonhard am Hornerwald	965	733	716	118	384	120	14	32	26	11	4	7	0	0	0	0	0	oevp
G31343	Senftenberg	1610	1183	1154	353	386	178	26	108	41	48	9	5	0	0	0	0	0	oevp
G31344	Spitz	1375	1072	1046	209	474	164	49	44	52	48	2	4	0	0	0	0	0	oevp
G31346	Straß im Straßertale	1254	984	965	201	407	144	27	87	36	49	5	9	0	0	0	0	0	oevp
G31347	Stratzing	702	537	525	105	243	84	9	46	15	20	3	0	0	0	0	0	0	oevp
G31350	Weinzierl am Walde	1096	833	809	169	434	130	17	17	20	15	7	0	0	0	0	0	0	oevp
G31351	Weißenkirchen in der Wachau	1194	952	927	210	401	131	20	79	36	38	4	8	0	0	0	0	0	oevp
G31355	Schönberg am Kamp	1527	1227	1195	219	433	226	38	127	59	75	12	6	0	0	0	0	0	oevp
G31356	Droß	778	616	603	120	194	112	21	74	31	42	5	4	0	0	0	0	0	oevp
G31401	Annaberg	460	336	330	81	172	40	9	11	8	8	1	0	0	0	0	0	0	oevp
G31402	Eschenau	1074	767	736	157	304	129	20	49	42	20	9	6	0	0	0	0	0	oevp
G31403	Hainfeld	2924	2140	2091	798	549	401	38	128	101	46	18	12	0	0	0	0	0	spoe
G31404	Hohenberg	1219	912	895	432	181	135	25	52	36	20	9	5	0	0	0	0	0	spoe
G31405	Kaumberg	776	580	570	97	229	122	25	32	39	19	6	1	0	0	0	0	0	oevp
G31406	Kleinzell	698	542	528	76	285	98	8	17	23	13	6	2	0	0	0	0	0	oevp
G31407	Lilienfeld	2153	1546	1503	427	463	274	45	160	65	32	25	12	0	0	0	0	0	oevp
G31408	Mitterbach am Erlaufsee	442	311	302	66	137	65	11	7	8	7	0	1	0	0	0	0	0	oevp
